Gene_Name	Drug_Name	Interaction_Type	Source	Gene_Categories
ADRA1A	TRIMIPRAMINE MALEATE	antagonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PRAZOSIN HYDROCHLORIDE	antagonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PRAZOSIN HYDROCHLORIDE	antagonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TAMSULOSIN HYDROCHLORIDE	antagonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TAMSULOSIN HYDROCHLORIDE	antagonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TERAZOSIN HYDROCHLORIDE HYDRATE	antagonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TERAZOSIN HYDROCHLORIDE HYDRATE	antagonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	DOXAZOSIN MESYLATE	antagonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	DOXAZOSIN MESYLATE	antagonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	DAPIPRAZOLE HYDROCHLORIDE	antagonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENYLPROPANOLAMINE HYDROCHLORIDE	agonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENYLEPHRINE HYDROCHLORIDE	agonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENYLEPHRINE HYDROCHLORIDE	agonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	DIPIVEFRIN HYDROCHLORIDE	agonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	DIPIVEFRIN HYDROCHLORIDE	agonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	DABUZALGRON	partial agonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	DABUZALGRON	agonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENYLEPHRINE BITARTRATE	agonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENYLEPHRINE BITARTRATE	agonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	METHOXAMINE HYDROCHLORIDE	agonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	METHOXAMINE HYDROCHLORIDE	agonist	ChemblInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	A61603	agonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	OXYMETAZOLINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	OXYMETAZOLINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	OXYMETAZOLINE	agonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENYLEPHRINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENYLEPHRINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENYLEPHRINE	agonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	NS-49	agonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	DIAZEPAM	allosteric modulator	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	5-METHYLURAPIDIL	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	A-119637	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	A-123189	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	ALFUZOSIN		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	ALFUZOSIN		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	ALFUZOSIN	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	BMY-7378	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	(+)-CYCLAZOSIN	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	CYPROHEPTADINE	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	DOXAZOSIN	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	DOXAZOSIN		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	DOXAZOSIN		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	INDORAMIN	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	KETANSERIN	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	LISURIDE	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	NAN 190	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENTOLAMINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENTOLAMINE	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PIRIBEDIL	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	RITANSERIN	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	RO-70-0004	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	ROXINDOLE	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	RS-100329	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	RS-17053	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	SNAP5089	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	S(+)-NIGULDIPINE	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	SPIPERONE	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	SPIROXATRINE	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TAMSULOSIN		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TAMSULOSIN		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TAMSULOSIN	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TERAZOSIN		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TERAZOSIN	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TERAZOSIN		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TERGURIDE	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	UPIDOSIN	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	WB 4101	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PRAZOSIN		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PRAZOSIN		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PRAZOSIN	antagonist	GuideToPharmacologyInteractions	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	THIORIDAZINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	THIORIDAZINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TRIFLUOPERAZINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TRIFLUOPERAZINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	MIDODRINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	MIDODRINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	AGN-214868		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENOXYBENZAMINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENOXYBENZAMINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	Fenoldopam		DrugBank	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	ASENAPINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	DEBRISOQUIN		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	DEBRISOQUIN		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	AMIODARONE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	AMIODARONE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	Epicept NP-1		DrugBank	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	R450		DrugBank	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PARDOPRUNOX		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PROPERICIAZINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PROPERICIAZINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	TRAZODONE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	LISDEXAMFETAMINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	LISDEXAMFETAMINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	EPHEDRINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	EPHEDRINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	NEFAZODONE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	NEFAZODONE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	BENZPHETAMINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	BENZPHETAMINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	BETHANIDINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	BETHANIDINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENDIMETRAZINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PHENDIMETRAZINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PSEUDOEPHEDRINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	PSEUDOEPHEDRINE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	LABETALOL		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	LABETALOL		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	ZIPRASIDONE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	SERTINDOLE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	Sertindole		DrugBank	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	SERTINDOLE		TdgClinicalTrial	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
ADRA1A	METHAMPHETAMINE		TEND	Drug resistance,druggable genome,g protein coupled receptor,phospholipase
MSR1	H2O2		NCI	Druggable genome
IDO1	L-TRYPTOPHAN	binder	TTD	Druggable genome
IDO1	BETA-CARBOLINE	inhibitor	GuideToPharmacologyInteractions	Druggable genome
IDO1	EPACADOSTAT	inhibitor	GuideToPharmacologyInteractions	Druggable genome
IDO1	EPACADOSTAT	inhibitor	ChemblInteractions	Druggable genome
IDO1	PF-06840003	inhibitor	GuideToPharmacologyInteractions	Druggable genome
IDO1	TRYPTANTHRIN	inhibitor	GuideToPharmacologyInteractions	Druggable genome
IDO1	INCB24360	inhibitor	TTD	Druggable genome
OPLAH	MELPHALAN		NCI	
OPLAH	L-Glutamic Acid		DrugBank	
PKN3	SOPHORETIN	inhibitor	MyCancerGenome	Druggable genome,kinase,serine threonine kinase
KYAT1	Pyridoxal Phosphate	cofactor	DrugBank	
KYAT1	D-Phenylalanine		DrugBank	
KYAT1	Pyridoxamine-5'-Phosphate		DrugBank	
KYAT1	1H-INDOL-3-YLACETIC ACID		DrugBank	
ALDH18A1	L-Glutamic Acid		DrugBank	Druggable genome,kinase
ENTPD1	PSB-0963	inhibitor	GuideToPharmacologyInteractions	Druggable genome
ECHS1	Octanoyl-Coenzyme A		DrugBank	
ECHS1	Hexanoyl-Coenzyme A		DrugBank	
LDHA	Nicotinamide		DrugBank	Drug resistance,druggable genome
LDHA	Oxamic Acid		DrugBank	Drug resistance,druggable genome
LDHA	NADH		DrugBank	Drug resistance,druggable genome
DOCK10	INTERLEUKIN-4		NCI	
SLC6A12	Guvacine	inhibitor	DrugBank	Druggable genome,transporter
SLC6A12	(R/S) EF-1500	inhibitor	GuideToPharmacologyInteractions	Druggable genome,transporter
SLC6A13	Guvacine	inhibitor	DrugBank	Druggable genome,transporter
KDM5A	PBIT	inhibitor	GuideToPharmacologyInteractions	Clinically actionable,histone modification
PAH	Sapropterin	cofactor	DrugBank	Druggable genome
PAH	SAPROPTERIN	activator	GuideToPharmacologyInteractions	Druggable genome
PAH	SAPROPTERIN		TEND	Druggable genome
PAH	SAPROPTERIN		TdgClinicalTrial	Druggable genome
PAH	TETRAHYDROBIOPTERIN		TdgClinicalTrial	Druggable genome
PAH	TETRAHYDROBIOPTERIN		TEND	Druggable genome
PAH	Norepinephrine	inhibitor	DrugBank	Druggable genome
PAH	Droxidopa	inhibitor	DrugBank	Druggable genome
PAH	FENCLONINE	inhibitor	GuideToPharmacologyInteractions	Druggable genome
PAH	SAPROPTERIN DIHYDROCHLORIDE	activator	ChemblInteractions	Druggable genome
PAH	L-Phenylalanine		DrugBank	Druggable genome
PAH	Quinonoid 7,8-Tetrahydrobiopterin		DrugBank	Druggable genome
PAH	Norleucine		DrugBank	Druggable genome
ALDH2	DISULFIRAM		TdgClinicalTrial	Druggable genome
ALDH2	Disulfiram	inhibitor	DrugBank	Druggable genome
ALDH2	DISULFIRAM		TEND	Druggable genome
ALDH2	DISULFIRAM	inhibitor	ChemblInteractions	Druggable genome
ALDH2	PRUNETIN	inhibitor	GuideToPharmacologyInteractions	Druggable genome
ALDH2	Crotonaldehyde		DrugBank	Druggable genome
ALDH2	Daidzin		DrugBank	Druggable genome
ALDH2	ETHANOL		NCI	Druggable genome
ALDH2	NADH		DrugBank	Druggable genome
PSMD9	CARFILZOMIB	inhibitor	MyCancerGenome	Transcription factor binding,tumor suppressor
PSMD9	BORTEZOMIB	inhibitor	MyCancerGenome	Transcription factor binding,tumor suppressor
MARK3	7-HYDROXYSTAUROSPORINE	inhibitor	TTD	Druggable genome,kinase,serine threonine kinase
KLC1	FLUOROURACIL		PharmGKB	
HSP90AA1	ALVESPIMYCIN HYDROCHLORIDE	inhibitor	TTD	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	AUY922	inhibitor	CancerCommons	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	AUY922	inhibitor	MyCancerGenomeClinicalTrial	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	AUY922	inhibitor	MyCancerGenome	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	STA-9090	inhibitor	CancerCommons	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	GANETESPIB	inhibitor	MyCancerGenome	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	STA-9090	inhibitor	TTD	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	GANETESPIB		TdgClinicalTrial	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	GANETESPIB	inhibitor	ChemblInteractions	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	RETASPIMYCIN	inhibitor	MyCancerGenome	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	RETASPIMYCIN		TdgClinicalTrial	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	AT13387	inhibitor	CancerCommons	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	AT13387	inhibitor	TTD	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	AT13387		TdgClinicalTrial	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	TANESPIMYCIN		TdgClinicalTrial	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	TANESPIMYCIN	inhibitor	TTD	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	TANESPIMYCIN	inhibitor	MyCancerGenome	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	TANESPIMYCIN	inhibitor	ChemblInteractions	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	SNX-5422		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	SNX-5422		TdgClinicalTrial	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	SNX-5422	inhibitor	TTD	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	XL888		TdgClinicalTrial	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	XL888	inhibitor	CancerCommons	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	RETASPIMYCIN HYDROCHLORIDE	inhibitor	ChemblInteractions	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	4-[4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-3-METHYL-1H-PYRAZOL-5-YL]-6-ETHYLBENZENE-1,3-DIOL		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	8-(6-BROMO-BENZO[1,3]DIOXOL-5-YLSULFANYL)-9-(3-ISOPROPYLAMINO-PROPYL)-ADENINE		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	9-Butyl-8-(2,5-Dimethoxy-Benzyl)-9h-Purin-6-Ylamine		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	(3E)-3-[(phenylamino)methylidene]dihydrofuran-2(3H)-one		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	ALVESPIMYCIN		TdgClinicalTrial	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	4-CHLORO-6-(4-PIPERAZIN-1-YL-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	MPC-3100		TdgClinicalTrial	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9H-carbazol-9-yl)benzamide		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	Rifabutin		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	(5E,7S)-2-amino-7-(4-fluoro-2-pyridin-3-ylphenyl)-4-methyl-7,8-dihydroquinazolin-5(6H)-one oxime		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	Geldanamycin		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
HSP90AA1	4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol		DrugBank	Druggable genome,kinase,rna directed dna polymerase,tumor suppressor,tyrosine kinase
